TimeGenerated,UserPrincipalName,AppDisplayName,IPAddress,City,Country,ResultType,ResultDescription,DeviceOS,Browser
2026-08-06T07:12:40.000Z,noah.bishop@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T07:14:43.000Z,lucas.ford@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T07:16:26.000Z,jack.morgan@cloudora.io,Azure Portal,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T07:17:54.000Z,lucas.ford@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T07:28:50.000Z,mira.shah@cloudora.io,Cloudora Admin Portal,203.0.113.18,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T07:34:16.000Z,olivia.chen@cloudora.io,SharePoint Online,203.0.113.21,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T07:36:58.000Z,emma.hayes@cloudora.io,Microsoft Teams,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T07:38:04.000Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-06T07:41:05.000Z,cole.burke@cloudora.io,Outlook Web,198.51.100.25,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T07:44:53.000Z,cole.burke@cloudora.io,Microsoft 365,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T07:50:28.000Z,isla.grant@cloudora.io,Azure Portal,203.0.113.15,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T08:02:23.000Z,finn.gale@cloudora.io,Microsoft Teams,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T08:12:48.000Z,liam.turner@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T08:15:50.000Z,hugo.marsh@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T08:19:42.000Z,sofia.marino@cloudora.io,Cloudora Admin Portal,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T08:28:55.000Z,hugo.marsh@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T08:29:36.000Z,finn.gale@cloudora.io,Azure Portal,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T08:31:38.000Z,ethan.wells@cloudora.io,Microsoft 365,192.0.2.30,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-06T08:45:52.000Z,dina.said@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T08:53:11.000Z,ethan.wells@cloudora.io,SharePoint Online,192.0.2.30,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-06T08:55:48.000Z,sofia.marino@cloudora.io,Outlook Web,203.0.113.19,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T09:05:14.000Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T09:10:38.000Z,chloe.price@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T09:15:25.000Z,ava.khan@cloudora.io,Microsoft Teams,203.0.113.20,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T09:23:20.000Z,dina.said@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T09:27:04.000Z,isla.grant@cloudora.io,Microsoft Teams,203.0.113.15,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T09:32:06.000Z,liam.turner@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-06T09:35:00.000Z,daniel.reeve@cloudora.io,Microsoft Teams,203.0.113.41,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T09:43:44.000Z,liam.turner@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-06T09:44:40.000Z,ethan.wells@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T09:45:35.000Z,ethan.wells@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-06T09:46:28.000Z,ethan.wells@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T09:49:40.000Z,jack.morgan@cloudora.io,Outlook Web,198.51.100.26,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T10:01:13.000Z,noah.bishop@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T10:17:26.000Z,emma.hayes@cloudora.io,Azure Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T10:19:32.000Z,ava.khan@cloudora.io,Microsoft 365,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T10:21:23.000Z,seth.lane@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-06T10:24:23.000Z,chloe.price@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T10:25:38.000Z,lucas.ford@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T10:43:18.000Z,cole.burke@cloudora.io,Microsoft Teams,198.51.100.25,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T10:43:35.000Z,cole.burke@cloudora.io,Microsoft 365,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T10:44:49.000Z,sofia.marino@cloudora.io,Microsoft Teams,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T10:55:30.000Z,emma.hayes@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T10:55:48.000Z,seth.lane@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-06T11:11:11.000Z,finn.gale@cloudora.io,Microsoft 365,198.51.100.24,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T11:12:43.000Z,hugo.marsh@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T11:24:05.000Z,olivia.chen@cloudora.io,Microsoft Teams,203.0.113.21,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T11:24:16.000Z,isla.grant@cloudora.io,Microsoft Teams,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T11:27:06.000Z,sofia.marino@cloudora.io,Cloudora Admin Portal,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T11:28:42.000Z,finn.gale@cloudora.io,Azure Portal,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T11:29:13.000Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T11:30:08.000Z,liam.turner@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-06T11:43:28.000Z,seth.lane@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-06T11:45:50.000Z,seth.lane@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T11:47:10.000Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-06T11:48:34.000Z,chloe.price@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T11:54:23.000Z,hugo.marsh@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T11:59:32.000Z,daniel.reeve@cloudora.io,Microsoft 365,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T12:02:04.000Z,isla.grant@cloudora.io,Cloudora Admin Portal,203.0.113.15,London,United Kingdom,50126,Invalid username or password,iOS 17,Mobile Safari
2026-08-06T12:11:53.000Z,chloe.price@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T12:17:16.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.40,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T12:30:31.000Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-06T12:32:51.000Z,daniel.reeve@cloudora.io,Microsoft Teams,203.0.113.40,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T12:33:05.000Z,seth.lane@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-06T12:41:20.000Z,ava.khan@cloudora.io,Cloudora Admin Portal,203.0.113.20,London,United Kingdom,50126,Invalid username or password,iOS 17,Mobile Safari
2026-08-06T12:42:31.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T12:48:01.000Z,lucas.ford@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T12:51:10.000Z,cole.burke@cloudora.io,Azure Portal,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T12:51:25.000Z,dina.said@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T12:53:29.000Z,olivia.chen@cloudora.io,Azure Portal,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T13:02:18.000Z,isla.grant@cloudora.io,SharePoint Online,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T13:07:36.000Z,lucas.ford@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T13:08:29.000Z,dina.said@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T13:11:18.000Z,liam.turner@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-06T13:17:00.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.41,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T13:25:23.000Z,dina.said@cloudora.io,SharePoint Online,203.0.113.14,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T13:28:06.000Z,liam.turner@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T13:29:07.000Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T13:29:52.000Z,chloe.price@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T13:30:02.000Z,emma.hayes@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T13:36:29.000Z,hugo.marsh@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T13:49:36.000Z,dina.said@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T13:55:56.000Z,liam.turner@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-06T13:56:28.000Z,lucas.ford@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T14:10:24.000Z,noah.bishop@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T14:13:51.000Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T14:15:22.000Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T14:18:48.000Z,lucas.ford@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T14:21:44.000Z,emma.hayes@cloudora.io,Microsoft Teams,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T14:22:28.000Z,jack.morgan@cloudora.io,Microsoft Teams,198.51.100.26,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T14:32:08.000Z,finn.gale@cloudora.io,Azure Portal,198.51.100.24,Manchester,United Kingdom,50126,Invalid username or password,Windows 11,Edge 126
2026-08-06T14:32:24.000Z,cole.burke@cloudora.io,Cloudora Admin Portal,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T14:37:52.000Z,emma.hayes@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T14:40:56.000Z,mira.shah@cloudora.io,Azure Portal,203.0.113.18,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T14:49:34.000Z,chloe.price@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T14:57:14.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T15:18:47.000Z,chloe.price@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T15:21:06.000Z,dina.said@cloudora.io,Azure Portal,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T15:32:04.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T15:32:25.000Z,jack.morgan@cloudora.io,Outlook Web,198.51.100.26,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T15:37:03.000Z,cole.burke@cloudora.io,Microsoft 365,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T15:39:20.000Z,liam.turner@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-06T15:41:42.000Z,jack.morgan@cloudora.io,Microsoft 365,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T15:47:25.000Z,isla.grant@cloudora.io,Cloudora Admin Portal,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T15:55:05.000Z,cole.burke@cloudora.io,Microsoft 365,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T16:01:52.000Z,noah.bishop@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T16:02:12.000Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T16:07:01.000Z,ava.khan@cloudora.io,Cloudora Admin Portal,203.0.113.20,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T16:10:01.000Z,dina.said@cloudora.io,SharePoint Online,203.0.113.14,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T16:11:22.000Z,ethan.wells@cloudora.io,SharePoint Online,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T16:12:21.000Z,lucas.ford@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T16:13:37.000Z,emma.hayes@cloudora.io,Microsoft Teams,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T16:15:10.000Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.19,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T16:17:43.000Z,olivia.chen@cloudora.io,Microsoft 365,203.0.113.21,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T16:37:19.000Z,liam.turner@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-06T16:40:42.000Z,cole.burke@cloudora.io,Microsoft Teams,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T16:41:43.000Z,mira.shah@cloudora.io,Outlook Web,203.0.113.18,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T16:43:59.000Z,finn.gale@cloudora.io,Azure Portal,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T16:48:02.000Z,liam.turner@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T17:04:47.000Z,noah.bishop@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T17:06:14.000Z,emma.hayes@cloudora.io,Azure Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T17:10:13.000Z,dina.said@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T17:11:04.000Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T17:12:05.000Z,liam.turner@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-06T17:15:01.000Z,isla.grant@cloudora.io,Cloudora Admin Portal,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T17:18:16.000Z,liam.turner@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T17:19:49.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T17:20:33.000Z,olivia.chen@cloudora.io,SharePoint Online,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T17:20:39.000Z,ethan.wells@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-06T17:25:07.000Z,noah.bishop@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T17:25:11.000Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T17:26:22.000Z,isla.grant@cloudora.io,Azure Portal,203.0.113.15,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T17:29:42.000Z,noah.bishop@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T17:30:01.000Z,noah.bishop@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T17:30:50.000Z,liam.turner@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T17:31:17.000Z,liam.turner@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-06T17:38:20.000Z,seth.lane@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-06T17:40:01.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T17:44:07.000Z,ethan.wells@cloudora.io,Microsoft 365,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T17:45:40.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T17:46:21.000Z,olivia.chen@cloudora.io,Outlook Web,203.0.113.21,London,United Kingdom,50126,Invalid username or password,Windows 11,Edge 126
2026-08-06T17:47:32.000Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T17:51:00.000Z,dina.said@cloudora.io,Azure Portal,203.0.113.14,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T17:51:28.000Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T17:58:27.000Z,daniel.reeve@cloudora.io,Microsoft Teams,203.0.113.40,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T17:59:54.000Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-06T18:04:42.000Z,ethan.wells@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-06T18:06:16.000Z,chloe.price@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T18:19:13.000Z,emma.hayes@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T18:25:26.000Z,mira.shah@cloudora.io,Microsoft Teams,203.0.113.18,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T18:27:51.000Z,emma.hayes@cloudora.io,Azure Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T18:34:33.000Z,jack.morgan@cloudora.io,Microsoft 365,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T18:42:08.000Z,ava.khan@cloudora.io,Microsoft Teams,203.0.113.20,London,United Kingdom,0,Success,iOS 17,Mobile Safari
